ticker,company_name,report_period_end,publish_date,report_type,accounting_standard,language,source_url,source_name,local_path,discovery_status,discovery_error,download_status,content_type,detected_extension,parse_status,parse_error,file_sha256,report_revenue,report_ebitda,report_net_profit,report_operating_cash_flow,report_free_cash_flow,report_capex,report_total_debt,report_short_term_debt,report_long_term_debt,report_cash_and_equivalents,report_interest_expense,report_total_assets,report_total_equity,report_dividends,report_provisions,report_cet1_ratio,report_text_length,report_word_count,report_sanctions_count,report_sanctions_flag,report_currency_fx_count,report_currency_fx_flag,report_liquidity_refinancing_count,report_liquidity_refinancing_flag,report_covenant_count,report_covenant_flag,report_impairment_count,report_impairment_flag,report_litigation_count,report_litigation_flag,report_going_concern_count,report_going_concern_flag,report_dividend_pressure_count,report_dividend_pressure_flag,report_tax_pressure_count,report_tax_pressure_flag,report_capex_pressure_count,report_capex_pressure_flag,report_demand_pressure_count,report_demand_pressure_flag,report_auditor_emphasis_count,report_auditor_emphasis_flag,report_related_party_count,report_related_party_flag,report_text_risk_terms_total,report_text_risk_density,report_net_debt,report_net_debt_to_ebitda,report_interest_coverage,report_ebitda_margin,report_net_margin,report_operating_cf_margin,report_free_cf_margin,report_capex_intensity,report_equity_ratio,report_debt_to_assets,report_short_debt_share,report_financial_pressure,report_extraction_quality,report_revenue_missing,report_ebitda_missing,report_net_profit_missing,report_operating_cash_flow_missing,report_free_cash_flow_missing,report_capex_missing,report_total_debt_missing,report_short_term_debt_missing,report_long_term_debt_missing,report_cash_and_equivalents_missing,report_interest_expense_missing,report_total_assets_missing,report_total_equity_missing,report_dividends_missing,report_provisions_missing,report_cet1_ratio_missing,report_document_available,report_revenue_yoy_change,report_ebitda_yoy_change,report_net_profit_yoy_change,report_operating_cash_flow_yoy_change,report_free_cash_flow_yoy_change,report_total_debt_yoy_change,report_net_debt_yoy_change,report_cash_and_equivalents_yoy_change
SBER,??? ????????,2022-12-31,2023-03-08,ifrs_fy,IFRS,en,,manual_sber,SBER\2022_ifrs_en.pdf,,,manual,application/pdf,.pdf,parsed_file,,9f364dda0e2c440aa28fd230a160cd7dd349506d54cb0765367779c99c6e5cdf,,,,,,,,,,,,,,,,,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
SBER,??? ????????,2023-03-31,2023-07-04,ifrs_q1,IFRS,en,,manual_sber,SBER\2023_q1_ifrs_en.pdf,,,manual,application/pdf,.pdf,parsed_file,,58983c431d1224f43c0046c49a5bfe080d0e0fc82b7baa56d3e3c83caf36928d,,,,,,,,,,,,,,,,,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
SBER,??? ????????,2023-06-30,2023-08-03,ifrs_h1,IFRS,en,,manual_sber,SBER\2023__q2_ifrs_en.pdf,,,manual,application/pdf,.pdf,parsed_file,,0ede5dbc502092284ca4455045e09de1531f7b740d8914615d53e9ff99c2abc6,,,,,,,,,,,,,,,,,157.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.00045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
SBER,??? ????????,2023-09-30,2023-11-02,ifrs_9m,IFRS,en,,manual_sber,SBER\2023_q3_ifrs__en.pdf,,,manual,application/pdf,.pdf,parsed_file,,455d3689d75713c637348afa54c2356b711c7fc30d501a310fab30724eb092a9,,,,,,,,,,,,,,,,,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
SBER,??? ????????,2023-12-31,2024-02-28,ifrs_fy,IFRS,en,,manual_sber,SBER\2023__ifrs__en.pdf,,,manual,application/pdf,.pdf,parsed_file,,af9f19ddfd174a6bd90c8a5259f1b952b846062d0cb4bbe17ddda652709612b7,,,,,,,,,,,,,,,,,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
SBER,??? ????????,2024-03-31,2024-04-25,ifrs_q1,IFRS,en,,manual_sber,SBER\2024_q1_ipfu6byaz_en.pdf,,,manual,application/pdf,.pdf,parsed_file,,a253733219105c3339ed232f06b1b77be9aaaca5e606d32bcaf3158a3d1a649d,,,,,,,,,,,,,,,,,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
SBER,??? ????????,2024-06-30,2024-08-08,ifrs_h1,IFRS,en,,manual_sber,SBER\2024_q2_so6rfkcg_en.pdf,,,manual,application/pdf,.pdf,parsed_file,,756f0ad9db059e0594593f48977d74bf3e9fa6b32e8f302a06eb547dc472bfc7,,,,,,,,,,,,,,,,,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
SBER,??? ????????,2024-09-30,2024-10-31,ifrs_9m,IFRS,en,,manual_sber,SBER\q3_2024_z7d08uov_en.pdf,,,manual,application/pdf,.pdf,parsed_file,,a81ba06781e01f0e59326b73e61ff6e0cd409395f3934de71deb0cab3f2e21cb,,,,,,,,,,,,,,,,,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
SBER,??? ????????,2024-12-31,2025-02-27,ifrs_fy,IFRS,en,,manual_sber,SBER\results_q4_6guwb92b_2024_en.pdf,,,manual,application/pdf,.pdf,parsed_file,,50ac8237f1bdcc0a609ed6cc7cec96b4f05bcb217190ac1fcdb0559943d61be4,,,1580300000000.0,,,,,,,,,,,,,,838.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.05938000000000001,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
SBER,??? ????????,2025-03-31,2025-04-28,ifrs_q1,IFRS,en,,manual_sber,SBER\q1_9xbiec5w_2025year_results_ifrs_en.pdf,,,manual,application/pdf,.pdf,parsed_file,,5ca7759286d66066cc1caae5d703b7c2a1c54ea5dcde86fe6972eff66c4a2bbd,,,,,,,,,,,,,,,,,314.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.00017999999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
SBER,??? ????????,2025-06-30,2025-07-29,ifrs_h1,IFRS,en,,manual_sber,SBER\2025ifrs_results_q2_v3jjxfgl_en.pdf,,,manual,application/pdf,.pdf,parsed_file,,ecaea58a28c4443def03b354a0b1b77ed3ef6784794fcaffce345e341ff1fb4b,,,,,,,,,,,,,,,,,450.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.00069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
